timestamp,inland_temp,crissy_icon,crissy_coast_temp,crissy_diff,crissy_actual,alameda_icon,alameda_coast_temp,alameda_diff,alameda_actual,coyote_icon,coyote_coast_temp,coyote_diff,coyote_actual
6/4/26 20:38,21.3,5.3,13.8,7.5,8,6.6,15.5,5.8,12,7.2,16,5.3,10
